Athlete,Nationality,Score,Date,Venue,Place
Narve Gilje NORDÅS,NOR,,18 SEP 2020,"Fana Stadion, Bergen (NOR)",1.
Narve Gilje NORDÅS,NOR,0,30 APR 2024,"Estadio Iberoamericano, Huelva (ESP)",
Narve Gilje NORDÅS,NOR,1113,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",11.
Narve Gilje NORDÅS,NOR,1155,29 JUN 2024,"Sandnes Stadion, Sandnes (NOR)",2.
Narve Gilje NORDÅS,NOR,,03 AUG 2021,"National Stadium, Tokyo (JPN)",23.
Narve Gilje NORDÅS,NOR,,27 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",14.
Narve Gilje NORDÅS,NOR,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",16.
Narve Gilje NORDÅS,NOR,,21 JUL 2022,"Hayward Field, Eugene, OR (USA)",24.
Narve Gilje NORDÅS,NOR,,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",11.
Narve Gilje NORDÅS,NOR,,16 AUG 2022,"Olympiastadion, München (GER)",17.
Narve Gilje NORDÅS,NOR,,22 JUL 2017,"Stadio Zecchini, Grosseto (ITA)",10.
Narve Gilje NORDÅS,NOR,,03 AUG 2021,"National Stadium, Tokyo (JPN)",23.
Narve Gilje NORDÅS,NOR,,27 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",14.
Narve Gilje NORDÅS,NOR,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",16.
Narve Gilje NORDÅS,NOR,,21 JUL 2022,"Hayward Field, Eugene, OR (USA)",24.
Narve Gilje NORDÅS,NOR,,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",11.
Narve Gilje NORDÅS,NOR,,16 AUG 2022,"Olympiastadion, München (GER)",17.
Narve Gilje NORDÅS,NOR,,22 JUL 2017,"Stadio Zecchini, Grosseto (ITA)",10.
Narve Gilje NORDÅS,NOR,1190,15 JUL 2023,"Stadion De Veen, Heusden-Zolder (BEL)",
Narve Gilje NORDÅS,NOR,1155,29 JUN 2024,"Sandnes Stadion, Sandnes (NOR)",
Narve Gilje NORDÅS,NOR,,,,
Narve Gilje NORDÅS,NOR,,,,
Narve Gilje NORDÅS,NOR,,,,
Narve Gilje NORDÅS,NOR,,,,
Narve Gilje NORDÅS,NOR,,,,
Narve Gilje NORDÅS,NOR,,,,
Narve Gilje NORDÅS,NOR,,,,
Narve Gilje NORDÅS,NOR,,,,
Narve Gilje NORDÅS,NOR,,10 SEP 2021,"Stadion, Kristiansand (NOR)",1.
Narve Gilje NORDÅS,NOR,,18 SEP 2020,"Fana Stadion, Bergen (NOR)",1.
Narve Gilje NORDÅS,NOR,,,,
Narve Gilje NORDÅS,NOR,,,,
Narve Gilje NORDÅS,NOR,,,,
Mohamed ISMAIL,DJI,1223,15 MAY 2024,"Olympiastadion, Stockholm (SWE)",
Mohamed ISMAIL,DJI,1223,15 MAY 2024,"Olympiastadion, Stockholm (SWE)",
Mohamed ISMAIL,DJI,882,01 JUL 2012,Porto Novo (BEN),
Mohamed ISMAIL,DJI,1105,16 MAY 2017,Baku (AZE),
Mohamed ISMAIL,DJI,1194,10 JUN 2023,Montesson (FRA),
Mohamed ISMAIL,DJI,1223,15 MAY 2024,"Olympiastadion, Stockholm (SWE)",
Mohamed ISMAIL,DJI,,26 JUN 2024,"Stade Omnisport de JAPOMA, Douala (CMR)",1.
Mohamed ISMAIL,DJI,,04 AUG 2023,"Stade des Martyrs, Kinshasa (COD)",1.
Mohamed ISMAIL,DJI,1223,15 MAY 2024,"Olympiastadion, Stockholm (SWE)",1.
Mohamed ISMAIL,DJI,1073,26 JUN 2024,"Stade Omnisport de JAPOMA, Douala (CMR)",1.
Mohamed ISMAIL,DJI,,27 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",11.
Mohamed ISMAIL,DJI,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",6.
Mohamed ISMAIL,DJI,,01 JUL 2012,Porto Novo (BEN),14.
Mohamed ISMAIL,DJI,,27 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",11.
Mohamed ISMAIL,DJI,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",6.
Mohamed ISMAIL,DJI,,01 JUL 2012,Porto Novo (BEN),14.
Mohamed ISMAIL,DJI,1223,15 MAY 2024,"Olympiastadion, Stockholm (SWE)",
Mohamed ISMAIL,DJI,1223,15 MAY 2024,"Olympiastadion, Stockholm (SWE)",
Mohamed ISMAIL,DJI,,,,
Mohamed ISMAIL,DJI,,,,
Mohamed ISMAIL,DJI,,,,
Mohamed ISMAIL,DJI,,,,
Mohamed ISMAIL,DJI,,26 JUN 2024,"Stade Omnisport de JAPOMA, Douala (CMR)",1.
Mohamed ISMAIL,DJI,,04 AUG 2023,"Stade des Martyrs, Kinshasa (COD)",1.
Mohamed ISMAIL,DJI,,,,
Mohamed ISMAIL,DJI,,,,
Stewart MCSWEYN,AUS,1224,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Stewart MCSWEYN,AUS,1224,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Stewart MCSWEYN,AUS,816,10 FEB 2013,Melbourne (AUS),
Stewart MCSWEYN,AUS,888,06 NOV 2014,Melbourne (AUS),
Stewart MCSWEYN,AUS,1014,21 MAR 2015,"Albert Park, Melbourne (AUS)",
Stewart MCSWEYN,AUS,1061,05 MAR 2016,"Albert Park, Melbourne (AUS)",
Stewart MCSWEYN,AUS,1137,12 JUL 2017,Dublin (IRL),
Stewart MCSWEYN,AUS,1190,31 AUG 2018,"Boudewijnstadion, Bruxelles (BEL)",
Stewart MCSWEYN,AUS,1189,20 JUL 2019,"Olympic Stadium, London (GBR)",
Stewart MCSWEYN,AUS,1174,29 AUG 2020,"Slottsskogsvallen, Göteborg (SWE)",
Stewart MCSWEYN,AUS,1188,02 MAR 2021,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",
Stewart MCSWEYN,AUS,1222,02 SEP 2022,"Boudewijnstadion, Bruxelles (BEL)",
Stewart MCSWEYN,AUS,1124,02 JUN 2023,"Stadio Luigi Ridolfi, Firenze (ITA)",
Stewart MCSWEYN,AUS,1224,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Stewart MCSWEYN,AUS,,08 APR 2018,Gold Coast (AUS),5.
Stewart MCSWEYN,AUS,1191,20 APR 2024,"Egret Stadium, Xiamen (CHN)",10.
Stewart MCSWEYN,AUS,1224,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",10.
Stewart MCSWEYN,AUS,,27 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",13.
Stewart MCSWEYN,AUS,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",38.
Stewart MCSWEYN,AUS,,30 SEP 2019,"Khalifa International Stadium, Doha (QAT)",12.
Stewart MCSWEYN,AUS,,27 SEP 2019,"Khalifa International Stadium, Doha (QAT)",4.
Stewart MCSWEYN,AUS,,08 APR 2018,Gold Coast (AUS),5.
Stewart MCSWEYN,AUS,,12 JUL 2015,"Main Stadium, Gwangju (KOR)",14.
Stewart MCSWEYN,AUS,,10 JUL 2015,"Main Stadium, Gwangju (KOR)",7.
Stewart MCSWEYN,AUS,,27 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",13.
Stewart MCSWEYN,AUS,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",38.
Stewart MCSWEYN,AUS,,30 SEP 2019,"Khalifa International Stadium, Doha (QAT)",12.
Stewart MCSWEYN,AUS,,27 SEP 2019,"Khalifa International Stadium, Doha (QAT)",4.
Stewart MCSWEYN,AUS,,08 APR 2018,Gold Coast (AUS),5.
Stewart MCSWEYN,AUS,,12 JUL 2015,"Main Stadium, Gwangju (KOR)",14.
Stewart MCSWEYN,AUS,,10 JUL 2015,"Main Stadium, Gwangju (KOR)",7.
Stewart MCSWEYN,AUS,1224,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Stewart MCSWEYN,AUS,1224,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Stewart MCSWEYN,AUS,,,,
Stewart MCSWEYN,AUS,,,,
Stewart MCSWEYN,AUS,,,,
Stewart MCSWEYN,AUS,,,,
Stewart MCSWEYN,AUS,,,,
Stewart MCSWEYN,AUS,,,,
Stewart MCSWEYN,AUS,,,,
Stewart MCSWEYN,AUS,,,,
Stewart MCSWEYN,AUS,,,,
Stewart MCSWEYN,AUS,,,,
Stewart MCSWEYN,AUS,,,,
Stewart MCSWEYN,AUS,,,,
Stewart MCSWEYN,AUS,,08 APR 2018,Gold Coast (AUS),5.
Stewart MCSWEYN,AUS,,,,
Stewart MCSWEYN,AUS,,,,
Cole HOCKER,USA,1214,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Cole HOCKER,USA,1214,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Cole HOCKER,USA,1092,04 DEC 2020,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",
Cole HOCKER,USA,1141,11 JUN 2021,"Hayward Field, Eugene, OR (USA)",
Cole HOCKER,USA,1178,19 MAR 2022,"Cobb Track and Angell Field, Palo Alto, CA (USA)",
Cole HOCKER,USA,1214,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Cole HOCKER,USA,1180,19 APR 2024,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",1.
Cole HOCKER,USA,0,03 MAY 2024,"Shellenberger Field & Dr. Jack M. Toms Track, Lynchburg, VA (USA)",
Cole HOCKER,USA,1214,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",11.
Cole HOCKER,USA,1090,27 JUN 2024,"Hayward Field, Eugene, OR (USA)",1.
Cole HOCKER,USA,1134,30 JUN 2024,"Hayward Field, Eugene, OR (USA)",7.
Cole HOCKER,USA,1214,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Cole HOCKER,USA,1214,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Cole HOCKER,USA,,,,
Cole HOCKER,USA,,,,
Cole HOCKER,USA,,,,
Cole HOCKER,USA,,,,
Cole HOCKER,USA,,,,
Cole HOCKER,USA,,,,
Cole HOCKER,USA,,,,
Cole HOCKER,USA,,,,
Cole HOCKER,USA,,,,
Adriaan WILDSCHUTT,RSA,1222,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Adriaan WILDSCHUTT,RSA,1275,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Adriaan WILDSCHUTT,RSA,1222,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Adriaan WILDSCHUTT,RSA,1275,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Adriaan WILDSCHUTT,RSA,887,18 MAR 2017,"Parow, Cape Town (RSA)",
Adriaan WILDSCHUTT,RSA,888,30 MAR 2018,"Raleigh, NC (USA)",
Adriaan WILDSCHUTT,RSA,978,20 APR 2019,"Charlottesville, VA (USA)",
Adriaan WILDSCHUTT,RSA,1106,29 APR 2021,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",
Adriaan WILDSCHUTT,RSA,1227,12 FEB 2022,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Adriaan WILDSCHUTT,RSA,1201,15 JUL 2023,"Stadion De Veen, Heusden-Zolder (BEL)",
Adriaan WILDSCHUTT,RSA,1222,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Adriaan WILDSCHUTT,RSA,1149,12 MAR 2021,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",
Adriaan WILDSCHUTT,RSA,1227,12 FEB 2022,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Adriaan WILDSCHUTT,RSA,1275,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Adriaan WILDSCHUTT,RSA,,20 APR 2024,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",1.
Adriaan WILDSCHUTT,RSA,1101,20 APR 2024,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",1.
Adriaan WILDSCHUTT,RSA,0,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Adriaan WILDSCHUTT,RSA,1222,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",13.
Adriaan WILDSCHUTT,RSA,1275,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",1.
Adriaan WILDSCHUTT,RSA,,21 JUL 2022,"Hayward Field, Eugene, OR (USA)",30.
Adriaan WILDSCHUTT,RSA,,21 JUL 2022,"Hayward Field, Eugene, OR (USA)",30.
Adriaan WILDSCHUTT,RSA,1222,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Adriaan WILDSCHUTT,RSA,1275,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Adriaan WILDSCHUTT,RSA,1222,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Adriaan WILDSCHUTT,RSA,1275,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Adriaan WILDSCHUTT,RSA,,,,
Adriaan WILDSCHUTT,RSA,,,,
Adriaan WILDSCHUTT,RSA,,,,
Adriaan WILDSCHUTT,RSA,,,,
Adriaan WILDSCHUTT,RSA,,,,
Adriaan WILDSCHUTT,RSA,,,,
Adriaan WILDSCHUTT,RSA,,,,
Adriaan WILDSCHUTT,RSA,,,,
Adriaan WILDSCHUTT,RSA,,,,
Adriaan WILDSCHUTT,RSA,,,,
Adriaan WILDSCHUTT,RSA,,20 APR 2024,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",1.
Adriaan WILDSCHUTT,RSA,,,,
Adriaan WILDSCHUTT,RSA,,,,
Adriaan WILDSCHUTT,RSA,,,,
Adriaan WILDSCHUTT,RSA,,,,
Brian FAY,IRL,1204,15 JUL 2023,"Stadion De Veen, Heusden-Zolder (BEL)",
Brian FAY,IRL,1199,03 DEC 2022,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Brian FAY,IRL,1155,20 APR 2024,"Egret Stadium, Xiamen (CHN)",
Brian FAY,IRL,1198,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Brian FAY,IRL,997,21 AUG 2019,Dublin (IRL),
Brian FAY,IRL,1028,10 OCT 2020,"FBK Stadium, Hengelo (NED)",
Brian FAY,IRL,1052,29 JUN 2021,"Stadion Allmend, Luzern (SUI)",
Brian FAY,IRL,1150,14 APR 2022,"Cougar Athletic Stadium, Azusa, CA (USA)",
Brian FAY,IRL,1204,15 JUL 2023,"Stadion De Veen, Heusden-Zolder (BEL)",
Brian FAY,IRL,1155,20 APR 2024,"Egret Stadium, Xiamen (CHN)",
Brian FAY,IRL,1199,03 DEC 2022,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Brian FAY,IRL,1198,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Brian FAY,IRL,,16 AUG 2022,"Olympiastadion, München (GER)",8.
Brian FAY,IRL,,29 JUN 2024,"Morton Stadium, Dublin (IRL)",1.
Brian FAY,IRL,,30 JUL 2023,"Morton Stadium, Dublin (IRL)",1.
Brian FAY,IRL,1155,20 APR 2024,"Egret Stadium, Xiamen (CHN)",12.
Brian FAY,IRL,1118,27 APR 2024,"Suzhou Olympic Sports Centre, Suzhou (CHN)",13.
Brian FAY,IRL,1101,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",18.
Brian FAY,IRL,1104,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",14.
Brian FAY,IRL,1055,29 JUN 2024,"Morton Stadium, Dublin (IRL)",1.
Brian FAY,IRL,1198,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",10.
Brian FAY,IRL,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",31.
Brian FAY,IRL,,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",14.
Brian FAY,IRL,,16 AUG 2022,"Olympiastadion, München (GER)",8.
Brian FAY,IRL,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",31.
Brian FAY,IRL,,08 JUN 2024,"Stadio Olimpico, Roma (ITA)",14.
Brian FAY,IRL,,16 AUG 2022,"Olympiastadion, München (GER)",8.
Brian FAY,IRL,1204,15 JUL 2023,"Stadion De Veen, Heusden-Zolder (BEL)",
Brian FAY,IRL,1199,03 DEC 2022,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Brian FAY,IRL,1155,20 APR 2024,"Egret Stadium, Xiamen (CHN)",
Brian FAY,IRL,1198,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Brian FAY,IRL,,,,
Brian FAY,IRL,,,,
Brian FAY,IRL,,,,
Brian FAY,IRL,,,,
Brian FAY,IRL,,,,
Brian FAY,IRL,,,,
Brian FAY,IRL,,,,
Brian FAY,IRL,,,,
Brian FAY,IRL,,16 AUG 2022,"Olympiastadion, München (GER)",8.
Brian FAY,IRL,,29 JUN 2024,"Morton Stadium, Dublin (IRL)",1.
Brian FAY,IRL,,30 JUL 2023,"Morton Stadium, Dublin (IRL)",1.
Brian FAY,IRL,,,,
Brian FAY,IRL,,,,
Brian FAY,IRL,,,,
Brian FAY,IRL,,,,
Brian FAY,IRL,,,,
Brian FAY,IRL,,,,
Morgan MCDONALD,AUS,1208,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Morgan MCDONALD,AUS,1235,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Morgan MCDONALD,AUS,1208,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Morgan MCDONALD,AUS,1235,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Morgan MCDONALD,AUS,976,06 MAR 2014,Sydney (AUS),
Morgan MCDONALD,AUS,1103,10 JUN 2016,"Eugene, OR (USA)",
Morgan MCDONALD,AUS,1152,22 JUL 2017,Heusden-Zolder (BEL),
Morgan MCDONALD,AUS,1141,15 FEB 2018,Gold Coast (AUS),
Morgan MCDONALD,AUS,1141,20 JUL 2019,"Olympic Stadium, London (GBR)",
Morgan MCDONALD,AUS,1160,12 JUN 2021,"Parc des Sports C. Ehrmann, Nice (FRA)",
Morgan MCDONALD,AUS,1140,30 AUG 2022,"Stadio Quercia, Rovereto (ITA)",
Morgan MCDONALD,AUS,1121,22 JUL 2023,"Los Angeles, CA (USA)",
Morgan MCDONALD,AUS,1208,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Morgan MCDONALD,AUS,1122,23 FEB 2019,"Ann Arbor, MI (USA) (i)",
Morgan MCDONALD,AUS,1235,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Morgan MCDONALD,AUS,,08 APR 2018,Gold Coast (AUS),8.
Morgan MCDONALD,AUS,,15 FEB 2018,Gold Coast (AUS),1.
Morgan MCDONALD,AUS,,07 JUN 2019,"Austin, TX (USA)",1.
Morgan MCDONALD,AUS,,08 MAR 2019,"Birmingham, AL (USA) (i)",1.
Morgan MCDONALD,AUS,1069,14 APR 2024,"SA Athletic Stadium, Adelaide (AUS)",2.
Morgan MCDONALD,AUS,1142,27 APR 2024,"Suzhou Olympic Sports Centre, Suzhou (CHN)",7.
Morgan MCDONALD,AUS,1208,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",12.
Morgan MCDONALD,AUS,1235,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",7.
Morgan MCDONALD,AUS,,03 AUG 2021,"National Stadium, Tokyo (JPN)",17.
Morgan MCDONALD,AUS,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",32.
Morgan MCDONALD,AUS,,27 SEP 2019,"Khalifa International Stadium, Doha (QAT)",17.
Morgan MCDONALD,AUS,,09 AUG 2017,"Olympic Stadium, London (GBR)",7.
Morgan MCDONALD,AUS,,08 APR 2018,Gold Coast (AUS),8.
Morgan MCDONALD,AUS,,25 JUL 2014,"Hayward Field, Eugene, OR (USA)",10.
Morgan MCDONALD,AUS,,03 AUG 2021,"National Stadium, Tokyo (JPN)",17.
Morgan MCDONALD,AUS,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",32.
Morgan MCDONALD,AUS,,27 SEP 2019,"Khalifa International Stadium, Doha (QAT)",17.
Morgan MCDONALD,AUS,,09 AUG 2017,"Olympic Stadium, London (GBR)",7.
Morgan MCDONALD,AUS,,08 APR 2018,Gold Coast (AUS),8.
Morgan MCDONALD,AUS,,25 JUL 2014,"Hayward Field, Eugene, OR (USA)",10.
Morgan MCDONALD,AUS,1208,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Morgan MCDONALD,AUS,1235,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Morgan MCDONALD,AUS,1208,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Morgan MCDONALD,AUS,1235,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Morgan MCDONALD,AUS,,,,
Morgan MCDONALD,AUS,,,,
Morgan MCDONALD,AUS,,,,
Morgan MCDONALD,AUS,,,,
Morgan MCDONALD,AUS,,,,
Morgan MCDONALD,AUS,,,,
Morgan MCDONALD,AUS,,,,
Morgan MCDONALD,AUS,,,,
Morgan MCDONALD,AUS,,,,
Morgan MCDONALD,AUS,,,,
Morgan MCDONALD,AUS,,,,
Morgan MCDONALD,AUS,,08 APR 2018,Gold Coast (AUS),8.
Morgan MCDONALD,AUS,,15 FEB 2018,Gold Coast (AUS),1.
Morgan MCDONALD,AUS,,07 JUN 2019,"Austin, TX (USA)",1.
Morgan MCDONALD,AUS,,08 MAR 2019,"Birmingham, AL (USA) (i)",1.
Morgan MCDONALD,AUS,,,,
Morgan MCDONALD,AUS,,,,
Morgan MCDONALD,AUS,,,,
Morgan MCDONALD,AUS,,,,
Joe KLECKER,USA,1282,27 JAN 2023,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Joe KLECKER,USA,1282,27 JAN 2023,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Joe KLECKER,USA,1240,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Joe KLECKER,USA,1240,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Joe KLECKER,USA,1053,15 MAY 2016,"Seattle, WA (USA)",
Joe KLECKER,USA,1058,21 APR 2017,"Palo Alto, CA (USA)",
Joe KLECKER,USA,1101,10 JUN 2018,"Portland, OR (USA)",
Joe KLECKER,USA,1081,18 APR 2019,"Azusa, CA (USA)",
Joe KLECKER,USA,1106,22 AUG 2020,"Los Angeles, CA (USA)",
Joe KLECKER,USA,1185,06 MAR 2021,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",
Joe KLECKER,USA,1193,06 MAY 2022,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",
Joe KLECKER,USA,1282,27 JAN 2023,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Joe KLECKER,USA,1240,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Joe KLECKER,USA,1104,08 MAR 2019,"Birmingham, AL (USA) (i)",
Joe KLECKER,USA,1282,27 JAN 2023,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Joe KLECKER,USA,1240,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Joe KLECKER,USA,1240,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",6.
Joe KLECKER,USA,1282,27 JAN 2023,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Joe KLECKER,USA,1282,27 JAN 2023,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Joe KLECKER,USA,1240,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Joe KLECKER,USA,1240,26 JAN 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Joe KLECKER,USA,,,,
Joe KLECKER,USA,,,,
Joe KLECKER,USA,,,,
Joe KLECKER,USA,,,,
Joe KLECKER,USA,,,,
Joe KLECKER,USA,,,,
Joe KLECKER,USA,,,,
Joe KLECKER,USA,,,,
Joe KLECKER,USA,,,,
Joe KLECKER,USA,,,,
Joe KLECKER,USA,,,,
Joe KLECKER,USA,,,,
Joe KLECKER,USA,,,,
Ishmael Rokitto KIPKURUI,KEN,1190,15 JUN 2023,"Bislett Stadion, Oslo (NOR)",
Ishmael Rokitto KIPKURUI,KEN,1085,15 JUN 2024,"Nyayo National Stadium, Nairobi (KEN)",
Ishmael Rokitto KIPKURUI,KEN,865,23 FEB 2020,Eldoret (KEN),
Ishmael Rokitto KIPKURUI,KEN,1113,28 APR 2022,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",
Ishmael Rokitto KIPKURUI,KEN,1190,15 JUN 2023,"Bislett Stadion, Oslo (NOR)",
Ishmael Rokitto KIPKURUI,KEN,1085,15 JUN 2024,"Nyayo National Stadium, Nairobi (KEN)",
Ishmael Rokitto KIPKURUI,KEN,,12 JUN 2022,"Cote d'Or National Sports Complex, St Pierre (MRI)",6.
Ishmael Rokitto KIPKURUI,KEN,1085,15 JUN 2024,"Nyayo National Stadium, Nairobi (KEN)",7.
Ishmael Rokitto KIPKURUI,KEN,1058,28 JUN 2024,"Nyayo National Stadium, Nairobi (KEN)",1.
Ishmael Rokitto KIPKURUI,KEN,,27 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",10.
Ishmael Rokitto KIPKURUI,KEN,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",7.
Ishmael Rokitto KIPKURUI,KEN,,27 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",10.
Ishmael Rokitto KIPKURUI,KEN,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",7.
Ishmael Rokitto KIPKURUI,KEN,1190,15 JUN 2023,"Bislett Stadion, Oslo (NOR)",
Ishmael Rokitto KIPKURUI,KEN,1085,15 JUN 2024,"Nyayo National Stadium, Nairobi (KEN)",
Ishmael Rokitto KIPKURUI,KEN,,,,
Ishmael Rokitto KIPKURUI,KEN,,,,
Ishmael Rokitto KIPKURUI,KEN,,,,
Ishmael Rokitto KIPKURUI,KEN,,,,
Ishmael Rokitto KIPKURUI,KEN,,12 JUN 2022,"Cote d'Or National Sports Complex, St Pierre (MRI)",6.
Ishmael Rokitto KIPKURUI,KEN,,,,
Ishmael Rokitto KIPKURUI,KEN,,,,
Yann SCHRUB,FRA,1194,25 MAY 2024,"Boudewijnstadion, Bruxelles (BEL)",
Yann SCHRUB,FRA,1194,25 MAY 2024,"Boudewijnstadion, Bruxelles (BEL)",
Yann SCHRUB,FRA,887,31 MAY 2014,Oordegem (BEL),
Yann SCHRUB,FRA,781,17 JUL 2015,Albi (FRA),
Yann SCHRUB,FRA,925,10 JUN 2016,Colmar (FRA),
Yann SCHRUB,FRA,979,27 MAY 2017,Oordegem (BEL),
Yann SCHRUB,FRA,1013,07 JUL 2018,Albi (FRA),
Yann SCHRUB,FRA,1050,25 MAY 2019,"Putbosstadion, Oordegem (BEL)",
Yann SCHRUB,FRA,1077,26 JUN 2021,"Stade Josette et Roger Mikulak, Angers (FRA)",
